BRANDS,CATEGORY_TAGS,CITY,ENCLOSED,INCLUDES_PARKING_LOT,LATITUDE,LOCATION_NAME,LONGITUDE,MEDIAN_DWELL,NAICS_CODE,NORMALIZED_VISITS_BY_TOTAL_VISITORS,NORMALIZED_VISITS_BY_TOTAL_VISITS,POSTAL_CODE,RAW_VISITOR_COUNTS,RAW_VISIT_COUNTS,REGION,STREET_ADDRESS,SUB_CATEGORY,TOP_CATEGORY,dwell_5_20,dwell_lt5,dwell_61_240,dwell_gt240,dwell_21_60,dwell_total_obs,peak_hour,evening_share,avg_daily_visits,max_daily_visits,std_daily_visits,dwell_lt5_share,dwell_5_20_share,dwell_21_60_share,dwell_61_240_share,dwell_gt240_share,fast_food_behavior_score,visit_volume_score,stability_score,zip_restaurant_count,competition_score,fast_food_behavior_score_norm
,"Bar or Pub,Dessert,Italian Food,Late Night,Wine Bar",Boston,False,False,42.366516,Massimino's,-71.057904,41.0,722513,0.0004163480628,2.914377142e-05,2113.0,66.0,71.0,MA,207 Endicott St,Limited-Service Restaurants,Restaurants and Other Eating Places,0,38,10,0,21,69.0,17,0.3485714285714286,2.2580645161290325,4.0,1.6057907696327278,0.5507246376811594,0.0,0.30434782608695654,0.14492753623188406,0.0,0.33043478260869563,0.0016544943156302442,0.9934653487684318,40,0.5185185185185186,0.5507246376811594
,Bubble Tea Shop,Boston,False,False,42.350811,A Cha,-71.131041,9.0,722515,0.0006927991732,4.823114315e-05,2134.0,82.0,118.0,MA,194 Harvard Ave,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,9,99,4,0,4,116.0,11,0.2680115273775216,3.7419354838709675,6.0,1.3190353742103789,0.853448275862069,0.07758620689655173,0.034482758620689655,0.034482758620689655,0.0,0.543103448275862,0.002765369070410551,0.994776550597595,23,0.7283950617283951,0.9051724137931033
,"American Food,Brunch,Mediterranean Food",Boston,True,False,42.355046,Cafe de Boston,-71.057275,162.0,722511,0.005673117721,0.0003958392702,2110.0,470.0,964.0,MA,75 Federal St,Full-Service Restaurants,Restaurants and Other Eating Places,14,588,75,280,4,961.0,16,0.1845286059629331,30.580645161290324,59.0,13.341118088145064,0.6118626430801248,0.014568158168574402,0.004162330905306972,0.07804370447450572,0.29136316337148804,0.3729448491155047,0.022761114656456072,0.9398050414420508,46,0.4444444444444444,0.6215747485258412
,,Boston,True,False,42.354674,Courthouse Deli,-71.061851,38.0,722511,0.008905548155,0.000614056531,2111.0,941.0,1513.0,MA,499B Washington St,Full-Service Restaurants,Restaurants and Other Eating Places,84,1033,99,240,55,1511.0,18,0.3427087840761575,48.67741935483871,99.0,20.330157317789673,0.6836532097948379,0.05559232296492389,0.036399735274652546,0.06551952349437459,0.15883520847121113,0.43242885506287226,0.035737077217613274,0.9078473479921841,66,0.19753086419753085,0.7207147584381205
sweetgreen,"Counter Service,Dinner,Healthy Food,Lunch,Salad,Vegetarian Food",Boston,True,False,42.346762,sweetgreen,-71.083287,2.0,722513,1.218243434e-05,8.983873862e-07,2199.0,1.0,2.0,MA,800 Boylston St,Limited-Service Restaurants,Restaurants and Other Eating Places,0,1,0,0,0,1.0,17,1.0,0.0967741935483871,1.0,0.29565004483586066,1.0,0.0,0.0,0.0,0.0,0.6,2.3635633080432058e-05,0.9994560256388167,8,0.9135802469135803,1.0
,Korean Food,Boston,False,False,42.351576,Seoul Topokki,-71.131423,1.0,722511,0.0002794905058,2.013923041e-05,2134.0,47.0,47.0,MA,166 Harvard Ave,Full-Service Restaurants,Restaurants and Other Eating Places,7,39,0,0,0,46.0,16,0.23469387755102042,1.4838709677419355,4.0,1.5631021212368668,0.8478260869565217,0.15217391304347827,0.0,0.0,0.0,0.5695652173913043,0.0010872391216998748,0.9936605445162877,23,0.7283950617283951,0.9492753623188405
,Pizza,Boston,False,False,42.341232,Pizza Rail,-71.146552,15.0,722511,0.0004665737952,3.169968621e-05,2135.0,68.0,81.0,MA,1696 Commonwealth Ave,Full-Service Restaurants,Restaurants and Other Eating Places,13,67,0,0,0,80.0,15,0.3386454183266932,2.4838709677419355,5.0,1.7937340354139153,0.8375,0.1625,0.0,0.0,0.0,0.5674999999999999,0.0018908506464345649,0.9926059698071111,8,0.9135802469135803,0.9458333333333332
,"American Food,Bar or Pub,Bowling,Late Night,Sports Bar",Boston,False,False,42.35305,Kings Dining & Entertainment,-71.047057,7.0,722511,0.0005990116069,4.137574957e-05,2210.0,80.0,102.0,MA,60 Seaport Blvd,Full-Service Restaurants,Restaurants and Other Eating Places,5,87,5,0,3,100.0,19,0.5307262569832403,3.2580645161290325,5.0,0.7606339433904256,0.87,0.05,0.03,0.05,0.0,0.542,0.002387198941123638,0.9973298660336307,82,0.0,0.9033333333333334
,"American Food,Bar or Pub,Late Night,Seafood",Boston,False,False,42.358746,Central Wharf Co,-71.052743,2.0,722511,0.0008105782396,5.569676034e-05,2109.0,116.0,138.0,MA,160 Milk St,Full-Service Restaurants,Restaurants and Other Eating Places,3,119,10,3,0,135.0,15,0.1787709497206704,4.419354838709677,9.0,1.2895158768584958,0.8814814814814815,0.022222222222222223,0.0,0.07407407407407407,0.022222222222222223,0.5377777777777777,0.003238081732019192,0.9949115298152197,47,0.4320987654320988,0.8962962962962961
,Seafood,Boston,False,False,42.349954,Golden Banks Seafood,-71.038518,87.0,722511,0.002004854524,0.0001397531846,2210.0,150.0,341.0,MA,1 Fish Pier Rd,Full-Service Restaurants,Restaurants and Other Eating Places,2,139,141,27,30,339.0,18,0.3573717948717949,11.096774193548388,16.0,2.4803074563536884,0.41002949852507375,0.0058997050147492625,0.08849557522123894,0.415929203539823,0.07964601769911504,0.24837758112094394,0.0080361152473469,0.9894665822323278,82,0.0,0.4139626352015732
,,Boston,False,False,42.351697,Philadelphia Steak & Hoagie,-71.055652,13.0,722511,0.0387317759,0.002684964792,2110.0,3470.0,6617.0,MA,2 South Sta,Full-Service Restaurants,Restaurants and Other Eating Places,693,4205,382,930,405,6615.0,16,0.24534490055014813,211.09677419354838,251.0,25.570086907026386,0.63567649281935,0.10476190476190476,0.061224489795918366,0.05774754346182918,0.14058956916099774,0.4233106575963719,0.1563733484601385,0.8838875363486275,46,0.4444444444444444,0.7055177626606198
,"Brunch,Coffee Shop,Middle Eastern Food",Boston,False,False,42.335946,All Spice,-71.074294,7.0,722513,8.945121212e-05,5.819974454e-06,2118.0,16.0,16.0,MA,805 Harrison Ave,Limited-Service Restaurants,Restaurants and Other Eating Places,0,16,0,0,0,16.0,0,0.25,0.5161290322580645,9.0,1.9817061359235701,1.0,0.0,0.0,0.0,0.0,0.6,0.0003545344962064809,0.991746458997709,44,0.4691358024691358,1.0
,Cafe,Boston,False,False,42.324315,Madhouse Cafe,-71.07545,21.0,722513,0.001004909863,6.949271308e-05,2119.0,125.0,171.0,MA,24 Blue Hill Ave,Limited-Service Restaurants,Restaurants and Other Eating Places,16,116,8,10,19,169.0,14,0.21224489795918366,5.32258064516129,7.0,1.9738140052617232,0.6863905325443787,0.09467455621301775,0.11242603550295859,0.047337278106508875,0.05917159763313609,0.4497041420118343,0.00401805762367345,0.9917825461169926,13,0.8518518518518519,0.7495069033530571
,Cafe,Boston,True,False,42.362273,The Cafe,-71.061828,9.0,722513,0.001652645081,0.0001138725048,2114.0,154.0,286.0,MA,25 New Chardon St,Limited-Service Restaurants,Restaurants and Other Eating Places,16,215,28,10,14,283.0,15,0.08060453400503778,8.903225806451612,14.0,3.61319123276022,0.7597173144876325,0.05653710247349823,0.04946996466431095,0.0989399293286219,0.0353356890459364,0.4784452296819788,0.006736155427923137,0.9842864206605966,52,0.37037037037037035,0.7974087161366313
,"Halal Food,Mediterranean Food,Middle Eastern Food",Boston,False,False,42.357765,Falafel King,-71.057607,1.0,722513,0.0009983252546,6.955297098e-05,2108.0,165.0,170.0,MA,260 Washington St,Limited-Service Restaurants,Restaurants and Other Eating Places,5,153,5,0,5,168.0,13,0.21982758620689655,5.419354838709677,7.0,0.8715649087810513,0.9107142857142857,0.02976190476190476,0.02976190476190476,0.02976190476190476,0.0,0.5583333333333332,0.003994421990593018,0.9968226292490646,31,0.6296296296296297,0.9305555555555555
,Pizza,Boston,False,False,42.334712,Wood Fired Love,-71.102072,1.0,722511,0.0003557622282,2.431064156e-05,2120.0,62.0,62.0,MA,134 Smith St,Full-Service Restaurants,Restaurants and Other Eating Places,0,54,0,7,0,61.0,12,0.22525597269624573,1.8709677419354838,5.0,1.755028452740057,0.8852459016393442,0.0,0.0,0.0,0.11475409836065574,0.5311475409836065,0.0014417736179063556,0.9927829528093874,8,0.9135802469135803,0.8852459016393442
,Chinese Food,Boston,False,False,42.350992,Winsor Dim Sum Cafe,-71.060486,9.0,722511,0.0005995929992,4.150705124e-05,2111.0,95.0,102.0,MA,10 Tyler St,Full-Service Restaurants,Restaurants and Other Eating Places,7,77,3,0,14,101.0,10,0.29901960784313725,3.2580645161290325,5.0,0.7606339433904256,0.7623762376237624,0.06930693069306931,0.13861386138613863,0.0297029702970297,0.0,0.48514851485148514,0.002387198941123638,0.9973298660336307,66,0.19753086419753085,0.8085808580858086
,Seafood,Boston,True,False,42.344392,Yankee Lobster,-71.030162,66.0,722511,0.004564402762,0.0003195547684,2210.0,314.0,778.0,MA,23 Drydock Ave,Full-Service Restaurants,Restaurants and Other Eating Places,51,332,123,155,116,777.0,8,0.12127107652399481,25.032258064516128,47.0,9.299614528840193,0.4272844272844273,0.06563706563706563,0.1492921492921493,0.1583011583011583,0.1994851994851995,0.2826254826254826,0.01836488690349571,0.9582849966377491,82,0.0,0.471042471042471
,Italian Food,Boston,False,False,42.364064,Isabella's,-71.05361,1.0,722511,0.01212778981,0.0008365541822,2113.0,1651.0,2049.0,MA,2 Prince St,Full-Service Restaurants,Restaurants and Other Eating Places,86,1779,82,43,56,2046.0,16,0.32592592592592595,67.29032258064517,149.0,27.230430734023614,0.8695014662756598,0.042033235581622676,0.02737047898338221,0.04007820136852395,0.021016617790811338,0.538514173998045,0.048405776548724855,0.8762955401813297,40,0.5185185185185186,0.8975236233300751
,"Mexican Food,Truck or Cart",Boston,False,False,42.328838,Oasis Food Truck,-71.066899,2.0,722513,0.0006411161197,4.352635294e-05,2118.0,47.0,111.0,MA,Newmarket Sq,Limited-Service Restaurants,Restaurants and Other Eating Places,0,111,0,0,0,111.0,7,0.20454545454545456,3.4193548387096775,6.0,1.8452064059451734,1.0,0.0,0.0,0.0,0.0,0.6,0.0025999196388475265,0.9923706100982117,44,0.4691358024691358,1.0
,Coffee Shop,Boston,False,False,42.345435,La Colombe Coffee Bar,-71.062779,22.0,722515,0.005703082802,0.0003961903503,2118.0,558.0,973.0,MA,348 Harrison Ave,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,123,567,54,155,72,971.0,13,0.27087952697708795,30.903225806451612,40.0,5.555321997634209,0.583934088568486,0.1266735324407827,0.07415036045314109,0.055612770339855816,0.1596292481977343,0.40102986611740465,0.02297383535417996,0.9754059411577574,44,0.4691358024691358,0.6683831101956744
,Seafood,Boston,False,False,42.286484,Cajun Window,-71.043836,10.0,722511,0.0005225189671,3.660052123e-05,2122.0,88.0,89.0,MA,400 Neponset Ave,Full-Service Restaurants,Restaurants and Other Eating Places,3,83,0,0,2,88.0,10,0.22344322344322345,2.870967741935484,5.0,0.7509965630208268,0.9431818181818182,0.03409090909090909,0.022727272727272728,0.0,0.0,0.5795454545454546,0.0020799357110780213,0.9973739333850065,9,0.9012345679012346,0.965909090909091
,"Brunch,Deli,Sandwich Shop",Boston,False,False,42.35514,Archie's New York Deli,-71.059388,4.0,722513,0.0174012115,0.001197582824,2110.0,1755.0,2978.0,MA,101 Arch St,Limited-Service Restaurants,Restaurants and Other Eating Places,172,2392,99,248,65,2976.0,17,0.28838556755333156,94.41935483870968,171.0,32.80516697456253,0.803763440860215,0.05779569892473118,0.021841397849462367,0.03326612903225806,0.08333333333333333,0.5053763440860214,0.07036327968044624,0.8508048101989678,46,0.4444444444444444,0.8422939068100357
,"Catering,Italian Food,Sandwich Shop",Boston,False,False,42.354736,Viga,-71.053841,2.0,722513,0.0152946535,0.001041297714,2110.0,1827.0,2629.0,MA,133 Pearl St,Limited-Service Restaurants,Restaurants and Other Eating Places,41,2231,135,161,58,2626.0,8,0.2061213434452871,82.96774193548387,141.0,33.65046505067874,0.8495811119573495,0.015613099771515614,0.022086824067022087,0.05140898705255141,0.06130997715156131,0.515993907083016,0.06211444373537545,0.8469396470624235,46,0.4444444444444444,0.85998984513836
McDonald's,"Breakfast,Burgers,Counter Service,Dinner,Fast Food,Lunch",Boston,False,False,42.352077,McDonald's,-71.055227,13.0,722513,0.0387317759,0.002684964792,2110.0,3470.0,6617.0,MA,700 Atlantic Ave,Limited-Service Restaurants,Restaurants and Other Eating Places,693,4205,382,930,405,6615.0,16,0.24534490055014813,211.09677419354838,251.0,25.570086907026386,0.63567649281935,0.10476190476190476,0.061224489795918366,0.05774754346182918,0.14058956916099774,0.4233106575963719,0.1563733484601385,0.8838875363486275,46,0.4444444444444444,0.7055177626606198
,"Bar or Pub,Italian Food,Late Night,Wine Bar",Boston,False,False,42.365596,Lucia Ristorante,-71.052716,58.0,722511,0.0004347315578,2.9867745e-05,2113.0,73.0,73.0,MA,415 Hanover St,Full-Service Restaurants,Restaurants and Other Eating Places,0,45,9,0,18,72.0,19,0.39444444444444443,2.4516129032258065,5.0,1.7931538206048125,0.625,0.0,0.25,0.125,0.0,0.375,0.0017017655817911082,0.9926086228651918,40,0.5185185185185186,0.625
,"American Food,Brunch,Sandwich Shop",Boston,False,False,42.363343,Modern Underground Bar and Grill,-71.054735,12.0,722511,0.0007802834484,5.410156182e-05,2113.0,127.0,133.0,MA,263 Hanover St,Full-Service Restaurants,Restaurants and Other Eating Places,13,101,7,1,7,129.0,13,0.3004115226337449,4.290322580645161,7.0,0.8869501345075819,0.7829457364341085,0.10077519379844961,0.05426356589147287,0.05426356589147287,0.007751937984496124,0.5100775193798449,0.0031199035666170318,0.9967522796185546,40,0.5185185185185186,0.8501291989664083
,American Food,Boston,False,False,42.342337,Lenox Sophia,-71.054583,433.0,722511,0.002276247759,0.0001581694167,2127.0,165.0,388.0,MA,87 A St,Full-Service Restaurants,Restaurants and Other Eating Places,12,207,10,146,12,387.0,9,0.19165247018739354,12.516129032258064,29.0,3.900959085891864,0.5348837209302325,0.031007751937984496,0.031007751937984496,0.025839793281653745,0.3772609819121447,0.3333333333333333,0.009146990002127207,0.9829705893234222,38,0.5432098765432098,0.5555555555555556
,"Asian Food,Chinese Food",Boston,False,False,42.352712,Happy Lamb Hot Pot,-71.131723,20.0,722511,0.001095720783,7.501402314e-05,2134.0,169.0,187.0,MA,130 Brighton Ave,Full-Service Restaurants,Restaurants and Other Eating Places,4,146,30,1,3,184.0,18,0.567398119122257,6.0,15.0,2.884888324556306,0.7934782608695652,0.021739130434782608,0.016304347826086956,0.16304347826086957,0.005434782608695652,0.48478260869565215,0.004396227752960363,0.9876166181762014,23,0.7283950617283951,0.8079710144927537
,"American Food,Bar or Pub,Cocktail Lounge,Late Night,Wine Bar",Boston,True,False,42.366675,Alcove,-71.059836,5.0,722511,0.004460834573,0.0003077114876,2114.0,539.0,762.0,MA,50 Lovejoy Wharf,Full-Service Restaurants,Restaurants and Other Eating Places,13,617,20,106,4,760.0,17,0.3170840787119857,24.419354838709676,39.0,6.941107997209682,0.8118421052631579,0.017105263157894738,0.005263157894736842,0.02631578947368421,0.1394736842105263,0.4939473684210526,0.017986716774208798,0.9690693728961707,52,0.37037037037037035,0.8232456140350877
,American Food,Boston,True,False,42.387267,Brinkleys Restaurant & Pub,-71.01654,188.0,722511,0.003119042819,0.0002173925805,2128.0,348.0,530.0,MA,225 William F McClellan Hwy,Full-Service Restaurants,Restaurants and Other Eating Places,32,270,70,135,21,528.0,8,0.2827669902912621,17.193548387096776,30.0,6.765278311699783,0.5113636363636364,0.06060606060606061,0.03977272727272727,0.13257575757575757,0.2556818181818182,0.33106060606060606,0.01250324989954856,0.969873361971676,52,0.37037037037037035,0.5517676767676768
,Cafeteria,Boston,True,False,42.350893,BU GSU Back Court,-71.108945,48.0,722513,0.009860769367,0.0006814073716,2215.0,750.0,1695.0,MA,775 Commonwealth Ave,Limited-Service Restaurants,Restaurants and Other Eating Places,114,1031,261,189,98,1693.0,16,0.31518324607329845,51.45161290322581,101.0,30.024547709174215,0.6089781453041937,0.06733608978145304,0.057885410513880686,0.15416420555227406,0.11163614884819846,0.39232132309509743,0.040038762438251906,0.8635193157503399,74,0.09876543209876543,0.6538688718251624
Bluestone Lane,"Brunch,Coffee Shop,Counter Service,Drinks,Smoothie & Juice Bar,Snacks",Boston,False,False,42.355792,Bluestone Lane,-71.052983,5.0,722513,0.01384751825,0.0009537021873,2110.0,1475.0,2383.0,MA,125 High St,Limited-Service Restaurants,Restaurants and Other Eating Places,76,1792,183,277,52,2380.0,16,0.2769620253164557,75.25806451612904,159.0,28.545343377019776,0.7529411764705882,0.031932773109243695,0.021848739495798318,0.07689075630252101,0.11638655462184874,0.46453781512605036,0.05630007799758917,0.8702830435022457,46,0.4444444444444444,0.7742296918767506
Dunkin',"Coffee Shop,Counter Service,Dessert,Donut Shop,Snacks",Boston,False,False,42.359498,Dunkin',-71.058993,1.0,722515,0.0008025703269,5.479705502e-05,2108.0,139.0,139.0,MA,100 City Hall Plz,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,0,139,0,0,0,139.0,10,0.20304568527918782,4.225806451612903,8.0,3.4050216940179054,1.0,0.0,0.0,0.0,0.0,0.6,0.003261717365099624,0.9852382851567221,31,0.6296296296296297,1.0
,Italian Food,Boston,False,False,42.357491,Toscano Restaurant,-71.069846,7.0,722511,0.000334567246,2.197498526e-05,2114.0,56.0,56.0,MA,47 Charles St,Full-Service Restaurants,Restaurants and Other Eating Places,0,56,0,0,0,56.0,19,0.3028169014084507,1.8064516129032258,9.0,2.988357568520894,1.0,0.0,0.0,0.0,0.0,0.6,0.0012999598194237633,0.9871435004455004,52,0.37037037037037035,1.0
,Vietnamese Food,Boston,False,False,42.287529,Banh Mi Oi,-71.150558,6.0,722511,0.0008605363534,5.98541629e-05,2132.0,133.0,146.0,MA,1759 Centre St,Full-Service Restaurants,Restaurants and Other Eating Places,13,112,13,6,0,144.0,10,0.19339622641509435,4.709677419354839,9.0,2.1581585398293845,0.7777777777777778,0.09027777777777778,0.0,0.09027777777777778,0.041666666666666664,0.5027777777777778,0.0034271667966626488,0.9909396225145776,3,0.9753086419753086,0.837962962962963
,"Chicken,Italian Food,Salad",Boston,False,False,42.359497,Al's State Street Cafe,-71.054971,1.0,722511,0.001011050101,7.016650329e-05,2109.0,172.0,172.0,MA,112 State St,Full-Service Restaurants,Restaurants and Other Eating Places,0,172,0,0,0,172.0,2,0.14678899082568808,5.483870967741935,9.0,2.1682603066846533,1.0,0.0,0.0,0.0,0.0,0.6,0.004041693256753882,0.9908934317352938,47,0.4320987654320988,1.0
,"Asian Food,Bar or Pub,Cocktail Lounge,Japanese Food,Late Night,Tapas",Boston,True,False,42.351126,Shojo,-71.060848,12.0,722511,0.001305386458,9.101902966e-05,2111.0,173.0,222.0,MA,9A Tyler St,Full-Service Restaurants,Restaurants and Other Eating Places,9,172,17,5,16,219.0,11,0.3620178041543027,7.354838709677419,13.0,2.609515924665379,0.7853881278538812,0.0410958904109589,0.0730593607305936,0.0776255707762557,0.0228310502283105,0.48767123287671227,0.005223474910775485,0.9888757707508415,66,0.19753086419753085,0.8127853881278538
,"American Food,Bar or Pub,Late Night,Seafood",Boston,False,False,42.349601,Row 34,-71.047637,7.0,722511,0.001366731898,9.434881116e-05,2210.0,221.0,233.0,MA,383 Congress St,Full-Service Restaurants,Restaurants and Other Eating Places,10,194,15,0,13,232.0,18,0.4,7.483870967741935,11.0,1.9653608015132664,0.8362068965517241,0.04310344827586207,0.05603448275862069,0.06465517241379311,0.0,0.5189655172413793,0.005483466874660238,0.9918211987679774,82,0.0,0.8649425287356322
,"Coffee Shop,Ice Cream Shop",Boston,False,False,42.342997,Longfellow Cafe,-71.105155,365.0,722515,0.001060328138,7.319049406e-05,2215.0,91.0,180.0,MA,150 Riverway,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,7,86,7,69,9,178.0,21,0.2982646420824295,5.838709677419355,8.0,1.29756034587863,0.48314606741573035,0.03932584269662921,0.05056179775280899,0.03932584269662921,0.38764044943820225,0.3056179775280899,0.004230778321397339,0.9948747461220016,74,0.09876543209876543,0.5093632958801498
,Thai Food,Boston,False,False,42.352897,Laughing Monk Cafe,-71.132954,11.0,722511,0.0008946138269,6.21652679e-05,2134.0,122.0,152.0,MA,168A Brighton Ave,Full-Service Restaurants,Restaurants and Other Eating Places,23,110,3,0,14,150.0,12,0.4068627450980392,4.774193548387097,9.0,1.600598223232939,0.7333333333333333,0.15333333333333332,0.09333333333333334,0.02,0.0,0.5013333333333333,0.003568980595145241,0.9934890919183293,23,0.7283950617283951,0.8355555555555555
,"Bar or Pub,Late Night,Sandwich Shop",Boston,False,False,42.346132,Fenway Johnnie's,-71.099295,1.0,722511,0.001240058548,8.584981559e-05,2215.0,172.0,211.0,MA,96 Brookline Ave,Full-Service Restaurants,Restaurants and Other Eating Places,7,195,7,0,0,209.0,17,0.2953216374269006,6.806451612903226,11.0,1.2551662231189495,0.9330143540669856,0.03349282296650718,0.0,0.03349282296650718,0.0,0.5732057416267942,0.0049634829468907325,0.995068595138256,74,0.09876543209876543,0.9553429027113236
,"American Food,Bar or Pub,Burgers,Cocktail Lounge,Late Night",Boston,False,False,42.350613,Joes on Newbury,-71.079716,46.0,722511,0.002093211451,0.0001449525001,2116.0,325.0,359.0,MA,181 Newbury St,Full-Service Restaurants,Restaurants and Other Eating Places,45,188,56,11,56,356.0,13,0.2549019607843137,11.483870967741936,22.0,6.955485037895123,0.5280898876404494,0.12640449438202248,0.15730337078651685,0.15730337078651685,0.03089887640449438,0.36741573033707864,0.008461556642794677,0.969003633236706,81,0.012345679012345734,0.6123595505617978
,Dessert,Boston,False,False,42.342663,Bittersweet Violet,-71.065739,11.0,722515,0.0006334519298,4.433132452e-05,2118.0,65.0,108.0,MA,433 Harrison Ave,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,6,83,0,16,1,106.0,15,0.2556818181818182,3.4193548387096775,4.0,0.49345350131543086,0.7830188679245284,0.05660377358490566,0.009433962264150943,0.0,0.1509433962264151,0.49245283018867925,0.00252901273960623,0.9985515605159591,44,0.4691358024691358,0.8207547169811321
Ben & Jerry's,"Catering,Counter Service,Dessert,Ice Cream Shop,Snacks",Boston,False,False,42.360571,Ben & Jerry's,-71.054091,1.0,722515,0.00461422428,0.0003150796317,2109.0,655.0,786.0,MA,8 N Market St,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,18,729,0,0,37,784.0,18,0.38221153846153844,24.93548387096774,52.0,19.295554366595844,0.9298469387755102,0.02295918367346939,0.047193877551020405,0.0,0.0,0.5670918367346939,0.018553971968139165,0.9125781161092578,47,0.4320987654320988,0.9451530612244898
Dunkin',"Coffee Shop,Counter Service,Dessert,Donut Shop,Snacks",Boston,False,False,42.375732,Dunkin',-71.053637,1.0,722515,0.001394032089,9.645934526e-05,2129.0,197.0,242.0,MA,100 1st Ave Bldg 39,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,15,226,0,0,0,241.0,13,0.13454545454545455,7.387096774193548,13.0,4.962292780136623,0.9377593360995851,0.06224066390041494,0.0,0.0,0.0,0.587551867219917,0.005696187572384126,0.978117593692088,8,0.9135802469135803,0.9792531120331951
,"Japanese Food,Sushi",Boston,True,False,42.355821,Avana Sushi 2,-71.058463,3.0,722513,0.009942934632,0.0006881646525,2110.0,1176.0,1702.0,MA,58 Franklin St,Limited-Service Restaurants,Restaurants and Other Eating Places,24,1467,75,113,21,1700.0,12,0.21677773422187377,54.70967741935484,92.0,17.05625142870401,0.8629411764705882,0.01411764705882353,0.012352941176470587,0.04411764705882353,0.06647058823529411,0.5234117647058824,0.04020421186981493,0.9228174286211969,46,0.4444444444444444,0.8723529411764707
,"BBQ and Southern Food,Bar or Pub,Cocktail Lounge,Late Night,Wine Bar",Boston,False,False,42.35349,Sip Wine Bar And Kitchen,-71.062644,1.0,722511,0.0007079167755,4.864773812e-05,2111.0,114.0,120.0,MA,581 Washington St,Full-Service Restaurants,Restaurants and Other Eating Places,3,113,0,0,3,119.0,18,0.2909090909090909,3.838709677419355,7.0,1.7431298175621028,0.9495798319327731,0.025210084033613446,0.025210084033613446,0.0,0.0,0.5798319327731092,0.002812640336571415,0.9928373598491814,66,0.19753086419753085,0.9663865546218486
,"Brunch,Salad,Sandwich Shop",Boston,False,False,42.337732,Shy Bird,-71.056485,78.0,722511,0.002507551284,0.0001734601204,2127.0,260.0,426.0,MA,12 Old Colony Ave,Full-Service Restaurants,Restaurants and Other Eating Places,24,247,76,47,28,422.0,16,0.2555066079295154,13.774193548387096,25.0,5.097182507123531,0.5853080568720379,0.05687203791469194,0.06635071090047394,0.18009478672985782,0.11137440758293839,0.3739336492890995,0.010045144059183626,0.977500804402038,38,0.5432098765432098,0.6232227488151658
,Cafe,Boston,False,False,42.359861,Faneuil Hall Heritage Shop,-71.054021,1.0,722511,0.001851925977,0.0001264072692,2109.0,298.0,314.0,MA,4 Faneuil Hall Market Pl,Full-Service Restaurants,Restaurants and Other Eating Places,31,265,8,0,8,312.0,16,0.25245098039215685,10.03225806451613,36.0,6.7751151446839115,0.8493589743589743,0.09935897435897435,0.02564102564102564,0.02564102564102564,0.0,0.5493589743589743,0.007397953154175235,0.9698283826143287,47,0.4320987654320988,0.9155982905982906
,"Asian Food,Bar or Pub,Cocktail Lounge,Late Night,Sushi",Boston,False,False,42.342432,Purple Shell,-71.056916,1.0,722511,0.003499101097,0.0002462412722,2127.0,466.0,596.0,MA,11 W Broadway,Full-Service Restaurants,Restaurants and Other Eating Places,21,553,2,18,0,594.0,15,0.18333333333333332,19.451612903225808,36.0,7.786832184082261,0.930976430976431,0.03535353535353535,0.0,0.003367003367003367,0.030303030303030304,0.5727272727272728,0.014063201682857076,0.9652022613491968,38,0.5432098765432098,0.9545454545454546
,"Brunch,Coffee Shop",Boston,True,False,42.348604,Table 88,-71.079181,7.0,722511,0.01920362839,0.001324533776,2116.0,2373.0,3268.0,MA,88 Exeter St,Full-Service Restaurants,Restaurants and Other Eating Places,240,2388,211,282,145,3266.0,12,0.2599727573457871,105.58064516129032,158.0,25.235374804413958,0.7311696264543784,0.07348438456827924,0.044396815676668706,0.0646050214329455,0.0863441518677281,0.46809552969993873,0.07721761327377154,0.8854180223593338,81,0.012345679012345734,0.7801592161665646
,"Bakery,Coffee Shop,Sandwich Shop",Boston,False,False,42.337911,Jaho,-71.075427,61.0,722513,0.0005690727196,3.957012552e-05,2118.0,87.0,97.0,MA,1651 Washington St,Limited-Service Restaurants,Restaurants and Other Eating Places,3,66,23,0,3,95.0,9,0.032,3.096774193548387,4.0,1.1174521339154049,0.6947368421052632,0.031578947368421054,0.031578947368421054,0.24210526315789474,0.0,0.42947368421052634,0.0022690207757214776,0.9956982989504519,44,0.4691358024691358,0.7157894736842106
,"Coffee Shop,Deli,Vietnamese Food",Boston,True,False,42.351151,163 Vietnamese Sandwiches & Bubble Tea,-71.06092,12.0,722515,0.001305386458,9.101902966e-05,2111.0,173.0,222.0,MA,66 Harrison Ave,Snack and Nonalcoholic Beverage Bars,Restaurants and Other Eating Places,9,172,17,5,16,219.0,11,0.3620178041543027,7.354838709677419,13.0,2.609515924665379,0.7853881278538812,0.0410958904109589,0.0730593607305936,0.0776255707762557,0.0228310502283105,0.48767123287671227,0.005223474910775485,0.9888757707508415,66,0.19753086419753085,0.8127853881278538
